Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
91145	Dryland	502832.8477	481012.0609	24.818379	188	SC08	SC23	125	G4	Bone	Cervid sp.	Femur frag?	 -	D	2	Fragmentary; desiccated; cracking; fragile; excavation damage; root etching	No	 -	ZooMs	SC80	Small fragment of bone from a large mammal long bone (possibly a femur midshaft according to the cross-sectional shape). The bone is very desiccated and is cracking and fragile as a result. There is quite a bit of modern breakage, likely occurring on exc
91175	Dryland	502833.925	481010.1872	24.696746	188	SC08	SC23	125	H1	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; cracking; root etching; excavation damage	No	 -	ZooMs	SC81	Small fragments of bone that are too small and poorly preserved to allow for an identification of speices or element. Species ID by ZooMs. The bone is desiccated and is cracking and fragmentary as a result. There is root etching on the cortical bone. The
91185	Dryland	502835.6308	481012.4641	24.87661	188	SC08	SC23	125	K4	Bone	Aurochs	Unidentified	 -	D	1	Fragmentary; fragile; desiccated; cracking	No	 -	ZooMs	SC82	Small fragments of bone, which are basically a bone stain, that could not be identified to species or element due to poor preservation. Species ID by ZooMs. The bone is very desiccated and is cracking as a result.
91245	Dryland	502835.5379	481012.6599	24.871288	187	SC08	SC23	125	K4	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; splitting; cracking; root action; delamination	No	 -	ZooMs	SC83	Numerous fragments of bone that are too small to identify to species or element. Species ID by ZooMs. The bone is desiccated and little to no cortical bone survives. There are splits and cracks in the bone due to desiccation. There appears to be root etc
91312	Dryland	502833.2085	481011.9519	24.793835	187	SC08	SC23	125	H2	Bone	Red deer	Carpal	Left	C	3	Desiccated; cracking; splitting; rounded; post-dep damage; root etching	No	 -	ZooMs	SC84	Poorly preserved bone that retains enough shape and cortical bone to provisionally identify it as a red deer carpal (possibly the fused 2nd & 3rd carpals). The bone is desiccated and there are cracks and splits in the cortical bone. All of the edges are
91361	Dryland	502838.4656	481010.3728	24.732418	188	SC08	SC23	125	N2	Bone	Aurochs	Astragalus	Left	C	3	Fragmentary; desiccated; cracking; delamination; root action; rounded; post-dep modification	No	 -	ZooMs	SC85	Patial astragalus of aurochs. Size and robustity suggest an adult animal. Sampled for ZooMs.Very poor preservation, as the bone is desiccated and there is a lot of cracking and flaking of the cortical bone and morphological features. Roots appear to have
91361	Dryland	502838.4656	481010.3728	24.732418	188	SC08	SC23	125	N2	Bone	Aurochs	Calcaneus	Left	C	3	Fragmentary; fragile; desiccated; root action; delaminating	No	 -	 -	 -	Fragment of bone thought to be aurochs calcaneus due to it's discovery still semi-articulated with <91361a>; a aurochs astragalus. The bone is desiccated, fragmentary, fragile and crumbling. Roots have clearly grown throughout the specimen. Very little c
91374	Dryland	502835.211	481007.9214	24.61491	188	SC08	SC23	125	K2	Bone	Cervid sp.	Radius	Left	C	3	Desiccated; cracking; fragmentary; excavation damage; root action	No	 -	ZooMs	SC86	Fragments of a large mammal long bone, thought to possibly be a radius (distal end). Species ID by ZooMs. The bone is very desiccated and as a result there are a lot of cracks. This has lead to fragmentation on excavation and lifting. There are roots gro
91380	Dryland	502833.4934	481010.4395	24.668509	187	SC08	SC23	125	I2	Bone	Cervid sp.	Femur?	 -	D	2	Desiccated; rounded; ?spiral fracture; root action; excavation damage	No	 -	ZooMs	SC87	Two fragments of bone that refit. The bone is desiccated but still retains some of their origninal shape. ID by ZooMs. The cross-sectional shape and bone robusticity suggests they are fragments of femur midshaft of a gracile red deer. The break edges are
91384	Dryland	502835.3209	481007.8607	24.645829	187	SC08	SC23	125	K2	Bone	Large mammal sp.?	Long bone frag?	 -	D	2	Fragmentary; desiccated; cracking; root action; rounded; post-dep damage	No	 -	ZooMs	SC88	Numerous small fragments. Fragmented piece of bone, quite flat but not a result of taphonomic processes (ie this appears to be a flat bone not a flattened bone). Poor surface preservation that appears to have been affected by root action. The bone is des
91392	Dryland	502833.6422	481011.7831	24.804034	187	SC08	SC23	125	I3	Bone	Cervid sp.	Ulna frag?	 -	D	1	Burnt; fragmentary	No	 -	ZooMs + dating	SC89	Small fragment of burnt bone. It appears to be heavily burnt but not completely calcined. Species ID by ZooMs. Found in association with flints. The specimen retains some of it's original cross-sectional shape and robusticity, both of which suggests it i
91449	Dryland	502838.601	481012.0794	24.789571	187	SC08	SC23	125	N3	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary	No	 -	ZooMs	SC90	ZooMs fail. Very small fragments all used up during ZooMs. No photo as dislodged during excavation, unidentified.
91467	Dryland	502836.5926	481012.1811	24.809574	187	SC08	SC23	125	L4	Bone	Aurochs	Unidentified	 -	D	1	Fragmentary; desiccated; delaminating; cracking; root action	 -	 -	ZooMs	SC91	Fragments of bone that are too poorly preserved to allow for species or element ID. Species ID later obtained by ZooMs. The bone is very desiccated and no cortical bone remains. The bone is cracking due to the desiccation and there is some evidence of ro
91495	Dryland	502836.216	481012.3949	24.841431	187	SC08	SC23	125	K4	Bone	Cervid sp.	Long bone frag?	 -	D	2	Fragmentary; desiccated; excavation damage	No	 -	ZooMs	SC92	Fragments of a large mammal (possible) long bone. Species ID by ZooMs. The bone is very desiccated and little of the cortical bone remains. Fragmented on lifting during excavation.
91567	Dryland	502838.377	481011.7966	24.720086	187	SC08	SC23	125	N3	Bone	Cervid sp.	Radius	Left	C	2	Desiccated; fragile; cracking; splitting; delamination; root etching; rounded	No	 -	ZooMs	SC93	Large fragment of bone that is very desiccated and poorly preserved. Species ID by ZooMs. Very little cortical bone survives and there are splits and cracks in the bone due to the desiccation. It appears to represent the proximal end of a radius, however
91596	Dryland	502838.3779	481011.7876	24.766927	187	SC08	SC23	125	N3	Bone	Cervid sp.	Calcaneus	Right	D	2	Fragmentary; desiccated; root action; rounded; post-dep damage; excavation damage	No	 -	ZooMs	SC94	Several poorly preserved fragments of bone. Species ID by ZooMs, however one fragment retains enough detail to allow for a tentitive ID of a calcaneus. It appears to represent the distal articular end. There is clear root action to the cortical bone surf
91605	Dryland	502833.289	481012.2721	24.78465	187	SC08	SC23	125	I4	Bone	Aurochs	Radius	Left	C	3	Desiccated; root action; rounded; post-dep damage; excavation damage	No	 -	ZooMs	SC95	Two fragments of distal radius of aurochs. The bone is very desiccated and the cortical bone surface is very root etched. The break edges and specimen in general are very rounded and smoothed by post-depositional processes. Due to the poor preservation o
91639	Dryland	502836.8947	481010.5847	24.808412	187	SC08	SC23	125	M2	Bone	Large mammal sp.	Long bone frag.	 -	D	2	Fragmentary; desiccated; root action; excavation damage	No	 -	ZooMs	SC96	Several fragments of poorly preserved bone. Sampled for ZooMs however the sample failed. The bone is desiccated and fragmentary. There is root etching on the cortical bone surfaces that survive. Very difficult to refit the fragments. The breakage edges a
91655	Dryland	502838.3901	481011.7904	24.704455	187	SC08	SC23	125	N3	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary; desiccated; rounded	No	 -	ZooMs	SC97	Small fragment of bone that is desiccated, crumbly and fragile. Little to no cortical bone survives. The breakage edges are rounded and smoothed. Sampled for ZooMs however the sample failed.
91669	Dryland	502836.065	481009.3514	24.754027	187	SC08	SC23	125	K1	Bone	Large mammal sp.	Pelvis frag.?	 -	D	2	Fragmentary; desiccated; root etching; excavation damage;	No	 -	ZooMs	SC98	Several fragments of bone that are desiccated and poorly preserved. The breakage appears modern and was likely caused by excavation and lifting. The cortical bone is root etched. The cross-section and morphology of the bone however suggests it could poss
91684	Dryland	502836.2668	481009.3516	24.750888	187	SC08	SC23	125	L1	Bone	Cervid sp.	Long bone frag.	 -	D	2	Fragmentary; desiccated; fragile; excavation damage; root action; rounded; post-dep modification; ?longitudinally split	No	 -	ZooMs	SC99	Several fragments of poorly preserved bone, some of which refit. They appear to form a section of large mammal long bone midshaft. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile. The majority of the breakage appears fairly recent, a
91723	Dryland	502836.0897	481013.254	24.848456	187	SC08	SC23	??	0	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary; root action; desiccated; excavation damage; post-depositional modification; rounded	No	 -	ZooMs	SC100	Several fragments of desiccated bone. They do not retain enough detail to allow for an identification of species or element. Sampled for ZooMs however the sample failed. Some of the breakage appears recent and likely occurred during excavation and liftin
91725	Dryland	502836.6306	481014.7787	24.762319	187	SC08	SC23	125	L6	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary; desiccated; rounded; root action	No	 -	ZooMs	SC101	Two fragments of bone that are desiccated and fragile. They do not retain enough cortical bone to illustrate their original shape, therefore cannot be identified to species or element. The bone is rounded and smoothed by post-depositional processes, and
91772	Dryland	502835.4591	481009.4873	24.736304	187	SC08	SC23	125	K1	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; fragile	No	 -	ZooMs	SC102	Tiny fragments of bone that are too small to allow for an identification of species or element to occur. Species ID by ZooMs.The bone appears desiccated and crumbly.
91774	Dryland	502837.4576	481010.8202	24.77235	187	SC08	SC23	125	M2	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; fragile	No	 -	ZooMs	SC103	Small fragment of bone that is not well enough preserved to allow for an identification of species or element. Species ID by ZooMs. The bone appears desiccated and very crumbly and fragile.
91781	Dryland	502832.4895	481011.3607	24.703512	187	SC08	SC23	144	H3	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; root action	No	 -	ZooMs	SC104	Small fragments of bone that do not retain any cortical bone and so it is impossible to identify their original shape. Species and element identification is therefore impossible. Species ID by ZooMs. The bone appears very desiccated and there is obvious
91782	Dryland	502836.023	481009.4577	24.746759	187	SC08	SC23	125	L1	Bone	Cervid sp.	Scapula?	 -	D	1	Fragmentary; desiccated; excavation damage; rounded; post-dep modification	No	 -	ZooMs	SC107	Small fragments of bone that are very poorly preserved. Species ID by ZooMs. Found with other fragments (B & C) so thought to be part of one element. The bone is desiccated and fragmentation occurred on excavation and lifting. A number of the fragments a
91782	Dryland	502836.023	481009.4577	24.746759	187	SC08	SC23	125	L1	Bone	Cervid sp.	Scapula?	 -	D	1	Fragmentary; desiccated; excavation damage; root action	No	 -	ZooMs	SC106	Small fragments of bone that are poorly preserved and could not identified to species. Species ID by ZooMs. Thought to be a possible long bone. Some cortical bone surface and general structure intact. Has been severely truncated at one end, damage partly
91782	Dryland	502836.023	481009.4577	24.746759	187	SC08	SC23	125	L1	Bone	Red deer	Scapula	Left	C	2	Desiccated; root action; fragmentary; excavation damage; post-dep modification	No	 -	ZooMs	SC105	Articular head of a red deer scapula. The bone is desiccated and very root etched. It is quite fragmentary and fragile. There is a lot of damage to the edges of the specimen, some of which appears modern and likely caused by excavation and lifting, howev
91783	Dryland	502837.4027	481010.5913	24.762252	187	SC08	SC23	144	M2	Bone	Cervid sp.	Femur frag?	 -	D	2	Fragmentary; desiccated; cracking; post-dep modification; rounding; excavation damage	No	 -	ZooMs	SC108	Several fragments of bone that refit. Species ID by ZooMs however the cross-sectional shape of the refit fragments suggests it may represent a section of femur midshaft. The bone is quite desiccated and cracking on the cortical bone has occurred as a res
91788	Dryland	502833.8701	481010.0371	24.693233	No sample left	SC08	SC23	125	H1	Bone	Cervid sp.	Unidentified	0	D	1	 -	 -	 -	ZooMs	SC109	ID by ZooMs. Bone dust. Very small piece of badlydamaged bone, little surface.
91856	Dryland	502835.9303	481009.2407	25.998661	187	SC08	SC23	125	K1	Bone	Cervid sp.	Long bone frag.	 -	D	2	Fragmentary; desiccated; cracking; excavation damage; rounded; post-dep modification	No	 -	ZooMs	SC110	Frgaments of a large mammal long bone. Species ID by ZooMs. The bone is desiccated and longitudinal cracks have occurred in the cortical bone as a result. The fragmentation appears modern and was likely caused by excavation and lifting. There is some rou
91865	Dryland	502835.5226	481009.2501	25.963314	187	SC08	SC23	125	K1	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; excavation damage; root action	No	 -	ZooMs	SC111	Frgaments of bone that are too small to identify to species or element. Species ID by ZooMs. The bone is very desiccated and fragmentary. The breakage appears to have occurred on excavation and lifting. There is obvious root action on all of the fragment
91874	Dryland	502837.123	481008.4226	25.937921	187	SC08	SC23	125	0	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; root action; desiccated; excavation damage	No	 -	ZooMs	SC112	Small fragments that do not retain enough information to allow for an identification of species or element to be obtained. Species ID by ZooMs. The bone is desiccated and there is evidence of root action on the cortical bone surfaces. The breakage into f
91876	Dryland	502834.3547	481012.068	26.118196	No sample left	SC08	SC23	125	I3	Bone	Red Deer	Calcaneus	0	0	0	 -	 -	 -	ZooMs	SC113	Red deer calcaneum. Fused proximal end. Associated with bone fragment to the west. Most complete bone on site so far this season.
